column,block,source_file_line,definition,grain,source_records,event_subset,window,statistic,denominator_exposure,zero_semantics,missing_semantics,asof_rule,coding_era_dependence,intended_model_families,est_compute_cost,parity_class,parity_evidence
b2_visibility_n_days_cap5y,B2,factory/blocks.py:132-137; emitter factory/blocks.py:328-345,b2_visibility_n_days restricted to the trailing 5-year window before tgt_date.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:visibility,trailing_5y,count,raw count,"0 = none in window. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(log n) bisect over a bounded ascending date list (factory/state.py:278-303),partial,"the only per-family windowed statistic (factory/blocks.py:135-137); DAYS, not items. The capped days-since twins were deliberately dropped and are exactly reconstructible (FEATURE_DICTIONARY ruling 6). MEASURED flat4y/r1m n=999,999: range [0 .. 10], NULL 0.000%"
b2_lamps_reflectors_and_electrical_equipment_n_days_cap5y,B2,factory/blocks.py:132-137; emitter factory/blocks.py:328-345,b2_lamps_reflectors_and_electrical_equipment_n_days restricted to the trailing 5-year window before tgt_date.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:lamps reflectors and electrical equipment,trailing_5y,count,raw count,"0 = none in window. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(log n) bisect over a bounded ascending date list (factory/state.py:278-303),partial,"the only per-family windowed statistic (factory/blocks.py:135-137); DAYS, not items. The capped days-since twins were deliberately dropped and are exactly reconstructible (FEATURE_DICTIONARY ruling 6). MEASURED flat4y/r1m n=999,999: range [0 .. 10], NULL 0.000%"
b2_body_chassis_structure_n_days_cap5y,B2,factory/blocks.py:132-137; emitter factory/blocks.py:328-345,b2_body_chassis_structure_n_days restricted to the trailing 5-year window before tgt_date.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition:body chassis structure,trailing_5y,count,raw count,"0 = none in window. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(log n) bisect over a bounded ascending date list (factory/state.py:278-303),partial,"the only per-family windowed statistic (factory/blocks.py:135-137); DAYS, not items. The capped days-since twins were deliberately dropped and are exactly reconstructible (FEATURE_DICTIONARY ruling 6). MEASURED flat4y/r1m n=999,999: range [0 .. 10], NULL 0.000%"
b3_n_days_fine_severity_observable,B3,factory/blocks.py:140; emitter factory/blocks.py:348-381,Prior test-days on/after 2018-05-20 -- the DENOMINATOR for every dangerous/major/minor count.,vehicle x prior test-DAY,vehicle_day atom (results + items),severity_observability,lifetime,count,raw count,0 = no prior day on or after 2018-05-20,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",equivalent,"the honest denominator for every dangerous/major/minor count (factory/blocks.py:140) and the shipped LEGACY/CURRENT CODING-ERA indicator. MEASURED flat4y/r1m n=999,999: range [0 .. 19], NULL 0.000%"
b3_severity_observability_status,B3,factory/blocks.py:141; emitter factory/blocks.py:348-381,none / partial / full: whether the fine severity ladder was observable across this vehicle's prior history.,vehicle x prior test-DAY,vehicle_day atom (results + items),severity_observability,lifetime,status,n/a,n/a,none / partial / full,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",tree-native categorical (CatBoost/LightGBM cat_features); MLP/RealMLP and context models need an explicit encoder (fit_contract.py:249-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",equivalent,"explicit era-coverage status (factory/blocks.py:141). MEASURED flat4y/r1m n=999,999: range ['full' .. 'partial'], NULL 0.000%"
b3_n_dangerous_items,B3,factory/blocks.py:142; emitter factory/blocks.py:348-381,Prior items with dangerous_mark='D' (post-2018 only); NULL when no prior day is severity-observable.,vehicle x prior ITEM,vehicle_day atom (results + items),dangerous,lifetime,count,raw count,0 = observable and none,NULL when no prior day is severity-observable (factory/blocks.py:142),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"lifetime ITEM count on the severity axis; no window variants, no per-family split, and no severity-WEIGHTED composite exists anywhere in the 241. MEASURED flat4y/r1m n=999,999: range [0 .. 23], NULL 7.959%"
b3_n_dangerous_days,B3,factory/blocks.py:143; emitter factory/blocks.py:348-381,Prior test-days carrying >=1 dangerous item; NULL when unobservable.,vehicle x prior test-DAY,vehicle_day atom (results + items),dangerous,lifetime,count,raw count,0 = observable and none,NULL when unobservable (factory/blocks.py:143),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"the AFFECTED-TESTS count on the severity axis, correctly distinct from the item count. No window variants. MEASURED flat4y/r1m n=999,999: range [0 .. 6], NULL 7.959%"
b3_days_since_dangerous,B3,factory/blocks.py:144; emitter factory/blocks.py:348-381,Days since the most recent prior dangerous item; NULL when never/unobservable.,vehicle x prior test-DAY,vehicle_day atom (results + items),dangerous,lifetime,recency_days,days,n/a,NULL when never OR when unobservable - the two are NOT separated in this column (factory/blocks.py:144); b3_severity_observability_status resolves it,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"days-recency only; no intervening-tests and no mileage twin. MEASURED flat4y/r1m n=999,999: range [1 .. 2037], NULL 82.364%"
b3_n_major_items,B3,factory/blocks.py:145; emitter factory/blocks.py:348-381,"Prior MAJOR items: disposition in {F,P} and NOT dangerous-marked (post-2018 only).",vehicle x prior ITEM,vehicle_day atom (results + items),major,lifetime,count,raw count,0 = observable and none,NULL when no prior day is severity-observable (factory/blocks.py:145),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"lifetime ITEM count on the severity axis; no window variants, no per-family split, and no severity-WEIGHTED composite exists anywhere in the 241. MEASURED flat4y/r1m n=999,999: range [0 .. 63], NULL 7.959%"
b3_n_major_days,B3,factory/blocks.py:146; emitter factory/blocks.py:348-381,Prior test-days carrying >=1 major item; NULL when unobservable.,vehicle x prior test-DAY,vehicle_day atom (results + items),major,lifetime,count,raw count,0 = observable and none,NULL when unobservable (factory/blocks.py:146),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"the AFFECTED-TESTS count on the severity axis, correctly distinct from the item count. No window variants. MEASURED flat4y/r1m n=999,999: range [0 .. 10], NULL 7.959%"
b3_days_since_major,B3,factory/blocks.py:147; emitter factory/blocks.py:348-381,Days since the most recent prior major item; NULL when never/unobservable.,vehicle x prior test-DAY,vehicle_day atom (results + items),major,lifetime,recency_days,days,n/a,NULL when never OR when unobservable - the two are NOT separated in this column (factory/blocks.py:147); b3_severity_observability_status resolves it,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"days-recency only; no intervening-tests and no mileage twin. MEASURED flat4y/r1m n=999,999: range [1 .. 2039], NULL 57.429%"
b3_n_minor_items,B3,factory/blocks.py:148; emitter factory/blocks.py:348-381,"Prior MINOR items (rfr_type_code 'M', F-22-corrected: minor does NOT fail the test); post-2018 only.",vehicle x prior ITEM,vehicle_day atom (results + items),minor,lifetime,count,raw count,0 = observable and none,NULL when no prior day is severity-observable (factory/blocks.py:148),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"lifetime ITEM count on the severity axis; no window variants, no per-family split, and no severity-WEIGHTED composite exists anywhere in the 241. MEASURED flat4y/r1m n=999,999: range [0 .. 33], NULL 7.959%"
b3_n_minor_days,B3,factory/blocks.py:149; emitter factory/blocks.py:348-381,Prior test-days carrying >=1 minor item; NULL when unobservable.,vehicle x prior test-DAY,vehicle_day atom (results + items),minor,lifetime,count,raw count,0 = observable and none,NULL when unobservable (factory/blocks.py:149),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"the AFFECTED-TESTS count on the severity axis, correctly distinct from the item count. No window variants. MEASURED flat4y/r1m n=999,999: range [0 .. 11], NULL 7.959%"
b3_days_since_minor,B3,factory/blocks.py:150; emitter factory/blocks.py:348-381,Days since the most recent prior minor item; NULL when never/unobservable.,vehicle x prior test-DAY,vehicle_day atom (results + items),minor,lifetime,recency_days,days,n/a,NULL when never OR when unobservable - the two are NOT separated in this column (factory/blocks.py:150); b3_severity_observability_status resolves it,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,"YES, HARD: dangerous / major / minor are post-2018 only; pre-2018 is UNOBSERVABLE and emitted NULL, never zero (factory/blocks.py:357-360)",all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"days-recency only; no intervening-tests and no mileage twin. MEASURED flat4y/r1m n=999,999: range [1 .. 2033], NULL 82.220%"
b3_n_prs_items,B3,factory/blocks.py:151; emitter factory/blocks.py:348-381,"Prior items with disposition 'P' -- fail-bearing, rectified at the station. Both eras.",vehicle x prior ITEM,vehicle_day atom (results + items),prs,lifetime,count,raw count,0 = no PRS item,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,both eras,all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"PRS item count (factory/blocks.py:151); no window variants and no per-family split. MEASURED flat4y/r1m n=999,999: range [0 .. 34], NULL 0.000%"
b3_n_prs_item_days,B3,factory/blocks.py:152; emitter factory/blocks.py:348-381,Prior test-days carrying >=1 PRS-rectified item.,vehicle x prior test-DAY,vehicle_day atom (results + items),prs,lifetime,count,raw count,0 = none,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,both eras,all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"the affected-tests twin (factory/blocks.py:152). MEASURED flat4y/r1m n=999,999: range [0 .. 16], NULL 0.000%"
b3_days_since_prs_item,B3,factory/blocks.py:153; emitter factory/blocks.py:348-381,Days since the most recent prior PRS-rectified item; NULL when never.,vehicle x prior test-DAY,vehicle_day atom (results + items),prs,lifetime,recency_days,days,n/a,NULL when never (factory/blocks.py:153),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,both eras,all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"days-recency only. MEASURED flat4y/r1m n=999,999: range [1 .. 6747], NULL 66.780%"
b3_n_fail_items_initial,B3,factory/blocks.py:154; emitter factory/blocks.py:348-381,Prior fail-bearing items on the INITIAL basis (disposition F + P). Both eras.,vehicle x prior ITEM,vehicle_day atom (results + items),fail_item_initial_basis,lifetime,count,raw count,"0 = no fail-bearing item. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,both eras,all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"item-grain fail burden on the F+P basis (factory/blocks.py:154); lifetime only, no family split. MEASURED flat4y/r1m n=999,999: range [0 .. 136], NULL 0.000%"
b3_n_fail_items_final,B3,factory/blocks.py:155; emitter factory/blocks.py:348-381,Prior fail-bearing items on the FINAL-unrectified basis (disposition F only). Both eras.,vehicle x prior ITEM,vehicle_day atom (results + items),fail_item_final_basis,lifetime,count,raw count,"0 = none. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,both eras,all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"the F-only basis (factory/blocks.py:155); the pair is the programme's dual-basis discipline. MEASURED flat4y/r1m n=999,999: range [0 .. 136], NULL 0.000%"
b3_n_advisory_items,B3,factory/blocks.py:156; emitter factory/blocks.py:348-381,Prior advisory items (disposition A). Both eras; volumes are recording-regime-confounded pre-2015 (DATA_ASSESSMENT §4).,vehicle x prior ITEM,vehicle_day atom (results + items),advisory,lifetime,count,raw count,"0 = no advisory item. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,YES: advisory VOLUMES are recording-regime-confounded pre-2015 (DATA_ASSESSMENT s4),all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",partial,"the ONLY advisory column in B1-B6 (factory/blocks.py:156): no advisory DAYS, no advisory recency, no per-family advisory. state.cat_ever_advisory (factory/state.py:211) exists but feeds only B4. MEASURED flat4y/r1m n=999,999: range [0 .. 402], NULL 0.000%"
b3_fail_item_rectified_share,B3,factory/blocks.py:157; emitter factory/blocks.py:348-381,b3_n_prs_items / b3_n_fail_items_initial -- share of fail-bearing items rectified at the station; NULL when no fail-bearing items.,vehicle x prior test-DAY,vehicle_day atom (results + items),prs / fail_item_initial,lifetime,rate,per fail-bearing ITEM,0.0 = fail items existed and none were rectified,NULL when there were no fail-bearing items (factory/blocks.py:157),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,both eras,all: float64 with NaN for NULL (fit_contract.py:267-268),"medium: the per-category/severity FILTER aggregates live in item_test_atom (factory/atoms.py:61-124), the largest hash state in the build",equivalent,"a repair proxy that ships BOTH raw terms. MEASURED flat4y/r1m n=999,999: range [-0.0 .. 1.0], NULL 39.662%"
b4_n_adv_to_fail_transitions,B4,factory/blocks.py:161; emitter factory/blocks.py:384-407,"Count of (category, day) pairs where a fail-bearing item appeared in a category that had carried an ADVISORY on some strictly earlier day.",vehicle x prior test-DAY,vehicle_day atom (results + items),advisory->fail same family,lifetime,count,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",different_window_or_semantics,"the trigger is 'the family carried an advisory on SOME strictly earlier day' (factory/state.py:430), not 'on the immediately preceding test', so the cube's advisory-repeated-NEXT-test cell is not covered. MEASURED flat4y/r1m n=999,999: range [0 .. 41], NULL 0.000%"
b4_adv_to_fail_categories,B4,factory/blocks.py:162; emitter factory/blocks.py:384-407,Distinct categories with >=1 advisory->fail transition.,vehicle x prior test-DAY,vehicle_day atom (results + items),advisory->fail same family,lifetime,distinct_families,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",different_window_or_semantics,"distinct families with at least one transition (factory/blocks.py:162). MEASURED flat4y/r1m n=999,999: range [0 .. 8], NULL 0.000%"
b4_days_since_adv_to_fail,B4,factory/blocks.py:163; emitter factory/blocks.py:384-407,Days since the most recent advisory->fail transition; NULL when never.,vehicle x prior test-DAY,vehicle_day atom (results + items),advisory->fail same family,lifetime,recency_days,days,n/a,NULL when never (factory/blocks.py:163),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"days-recency only. MEASURED flat4y/r1m n=999,999: range [1 .. 6299], NULL 71.168%"
b4_n_recurrence_after_repair,B4,factory/blocks.py:164; emitter factory/blocks.py:384-407,"Count of (category, day) pairs where a category failed, a later day passed, and the category failed again.",vehicle x prior test-DAY,vehicle_day atom (results + items),fail->pass->fail same family,lifetime,count,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",equivalent,"recurrence after apparent resolution (factory/blocks.py:164; factory/state.py:435-441); an AMBIGUOUS day neither repairs nor recurs. Repeated failure WITHOUT an intervening pass is counted nowhere. MEASURED flat4y/r1m n=999,999: range [0 .. 54], NULL 0.000%"
b4_recurrence_categories,B4,factory/blocks.py:165; emitter factory/blocks.py:384-407,Distinct categories with >=1 recurrence-after-repair.,vehicle x prior test-DAY,vehicle_day atom (results + items),fail->pass->fail same family,lifetime,distinct_families,raw count,0 = never,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",equivalent,"MEASURED flat4y/r1m n=999,999: range [0 .. 8], NULL 0.000%"
b4_days_since_recurrence,B4,factory/blocks.py:166; emitter factory/blocks.py:384-407,Days since the most recent recurrence-after-repair; NULL when never.,vehicle x prior test-DAY,vehicle_day atom (results + items),fail->pass->fail same family,lifetime,recency_days,days,n/a,NULL when never (factory/blocks.py:166),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low: O(1) per category per day, 8 categories in one pass (factory/state.py:424-452)",partial,"days-recency only. MEASURED flat4y/r1m n=999,999: range [1 .. 6208], NULL 78.477%"
b4_burden_delta_1,B4,factory/blocks.py:167; emitter factory/blocks.py:384-407,n_items on the most recent prior test-day minus the one before it; NULL with <2 priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition,lag1_last2_days,amplitude,items,0 = burden unchanged,NULL with fewer than 2 priors (factory/blocks.py:167),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),different_window_or_semantics,"DIRECTION at LAG 1 (latest minus second-latest), NOT the cube's amplitude (latest minus EARLIEST in the window). MEASURED flat4y/r1m n=999,999: range [-55 .. 55], NULL 15.561%"
b4_burden_delta_2,B4,factory/blocks.py:168; emitter factory/blocks.py:384-407,n_items on the 2nd most recent prior test-day minus the 3rd; NULL with <3 priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition,lag1_days_2_and_3,amplitude,items,0 = unchanged,NULL with fewer than 3 priors (factory/blocks.py:168),as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),different_window_or_semantics,"a second lag-1 difference. MEASURED flat4y/r1m n=999,999: range [-48 .. 55], NULL 23.611%"
b4_burden_mean_last3,B4,factory/blocks.py:169; emitter factory/blocks.py:384-407,Mean n_items over the last up-to-3 prior test-days; NULL without priors.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition,last_3_days,mean,per test-DAY,"0.0 = the last up-to-3 days carried no items. ZERO/MISSING CONFLATION AT SOURCE: the day atom coalesces the items join to 0 (factory/atoms.py:140) behind a LEFT JOIN (factory/atoms.py:240), so 'this prior test recorded no defect item' and 'this prior test's items are absent from the extract' are the same value. No item-data-coverage indicator exists in the 241",NULL without priors,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),partial,"the only last-N-tests mean in the 241 (factory/blocks.py:169), with N fixed at 3; the LATEST value it is built from (state.last_day_n_items, factory/state.py:170) is itself never emitted. MEASURED flat4y/r1m n=999,999: range [-0.0 .. 44.333333333333336], NULL 7.639%"
b4_burden_x_age,B4,factory/blocks.py:170; emitter factory/blocks.py:384-407,b4_burden_mean_last3 * b1_age_at_target_years; NULL when either input is NULL.,vehicle x prior test-DAY,vehicle_day atom (results + items),item_any_disposition x vehicle_age,last_3_days,interaction,items x years,n/a,NULL when either input is NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,none,all: float64 with NaN for NULL (fit_contract.py:267-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),duplicate_redundant,"the product of two shipped columns (factory/blocks.py:170). MEASURED flat4y/r1m n=999,999: range [-0.0 .. 1217.3853524982887], NULL 7.640%"
b4_mileage_band,B4,factory/blocks.py:171; emitter factory/blocks.py:384-407,Band of the LAST TRUSTED prior odometer reading: 0-30k / 30k-60k / 60k-100k / 100k+ / unknown. Unit-robust: never mixes a km reading with a mi reading because only one reading is used.,vehicle x prior test-DAY,vehicle_day atom (results + items),mileage_reading,latest_valid_day,band,n/a,'unknown' level when no trusted reading exists - correctly NOT zero,never NULL,as-of SAFE: emit-before-update over strictly earlier calendar days (factory/state.py:317-318; factory/blocks.py:9-10); falsifiers 1 and 4,YES: pre-2022 km contamination makes the BAND ASSIGNMENT unit-dependent even though no arithmetic mixes units (docs/v58/assessment_2026_08/DATA_ASSESSMENT.md:170-172; the dictionary's 'unit-robust by construction' claim covers MIXING only),tree-native categorical (CatBoost/LightGBM cat_features); MLP/RealMLP and context models need an explicit encoder (fit_contract.py:249-268),low: O(1) read of a running scalar folded once per prior day (factory/state.py:317-477),unsafe_ambiguous,"the only mileage feature in B1-B6 (factory/blocks.py:171): 4 coarse bands from a single reading, with no exposure and no delta. MEASURED flat4y/r1m n=999,999: range ['0-30k' .. 'unknown'], NULL 0.000%"
