column,r1_class,verified_verdict,partitions_checked,evidence,file_line
negligence_band,different_window_or_semantics,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified different_window_or_semantics). MEASURED n_distinct: flat4y=4, post2018=4, eval2024=4, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:823,825,827,829"
prev_adv_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=76, post2018=76, eval2024=74, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:339
prev_adv_steering,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=26, post2018=26, eval2024=22, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:341
prev_adv_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=88, post2018=90, eval2024=82, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:340
prev_adv_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=41, post2018=41, eval2024=44, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.",autosafe/feature_engineering_v55.py:342
tests_since_last_advisory_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=27, post2018=27, eval2024=31, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,361,365"
tests_since_last_advisory_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=29, post2018=31, eval2024=28, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,361,365"
tests_since_last_advisory_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=32, post2018=34, eval2024=31, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:351,361,365"
tests_since_last_failure_brakes,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=30, post2018=30, eval2024=30, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,473,476"
tests_since_last_failure_suspension,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=26, post2018=27, eval2024=29, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,473,476"
tests_since_last_failure_tyres,partial,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"NOT FLAGGED BY R1 (classified partial). MEASURED n_distinct: flat4y=32, post2018=32, eval2024=33, fullpop=1 (collapsed). constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final.","autosafe/feature_engineering_v55.py:438,473,476"
text_leak_index,unsafe_ambiguous,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"Varies on flat4y/post2018/eval2024 but is CONSTANT 0 on fullpop. constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final. These are the only text_* columns that vary at all -- corrosion/wear/damage are constant 0 everywhere -- so the 'text mechanism' family reduces to a single leak keyword hit.","autosafe/feature_engineering_v55.py:510,512"
text_leak_index_log,unsafe_ambiguous,PARTITION_DEPENDENT,b0_train_flat4y;b0_train_post2018;b0_train_fullpop;b0_eval2024,"Varies on flat4y/post2018/eval2024 but is CONSTANT 0 on fullpop. constant on b0_train_fullpop (nd=1) but VARIES on b0_train_flat4y/post2018 AND on b0_eval2024. Root cause: queue.txt:167 builds frames_fullpop with --defect-detail counts -> build.py:112 -> emit.py:549 include_defects=False -> packets.py:163 writes defects_json=NULL for all 5,560,040 prior rows (measured: 0 non-null). Its paired eval frame b0_eval2024_eb_fullpop DOES carry defects. TRAIN/SERVE SKEW for cell s2.D.confirm.final. These are the only text_* columns that vary at all -- corrosion/wear/damage are constant 0 everywhere -- so the 'text mechanism' family reduces to a single leak keyword hit.","autosafe/feature_engineering_v55.py:510,513"
